,timestamp,open,high,low,close,volume
0,1769428800000,87738.6,88768.1,86914.1,88244.9,14914.496
1,1769472000000,88245.0,88890.0,87598.3,87857.4,6793.968
2,1769515200000,87856.8,89416.0,87175.2,89111.9,17337.331
3,1769558400000,89112.0,90027.6,88701.1,89938.0,9576.697
4,1769601600000,89938.0,90458.3,88719.3,89155.4,19754.28
5,1769644800000,89154.9,89207.8,87550.0,87679.3,12348.67
6,1769688000000,87678.7,88023.1,83223.1,84487.9,31428.641
7,1769731200000,84487.9,84585.7,80880.8,82989.5,22468.443
8,1769774400000,82989.4,84504.6,81735.9,84107.6,21523.595
9,1769817600000,84107.6,84142.0,82431.9,82874.8,8001.404
10,1769860800000,82874.7,83009.3,75567.0,78639.6,38485.09
11,1769904000000,78639.9,79367.1,77851.5,78669.9,12539.987
12,1769947200000,78669.9,78687.5,75610.2,76883.6,24502.597
13,1769990400000,76883.7,78067.0,74505.0,77658.4,32083.891
14,1770033600000,77658.4,79285.7,77467.5,78644.7,22255.711
15,1770076800000,78644.6,79106.1,77556.9,77979.1,16329.493
16,1770120000000,77979.1,78364.0,72857.9,75652.9,45589.062
17,1770163200000,75652.9,76870.7,75342.1,75908.5,14898.056
18,1770206400000,75908.5,76156.2,71681.1,72985.6,43368.313
19,1770249600000,72987.8,73170.0,69777.0,70186.5,35157.439
20,1770292800000,70186.8,70768.6,62133.6,62776.3,78240.154
21,1770336000000,62772.1,66720.7,59798.9,66518.4,50346.694
22,1770379200000,66518.3,71666.0,66006.7,70502.1,47834.637
23,1770422400000,70502.0,71625.6,67270.4,67906.9,27892.468
24,1770465600000,67901.3,69930.9,67836.7,69223.8,19968.06
25,1770508800000,69223.9,71137.0,68813.4,70910.0,13833.65
26,1770552000000,70910.1,72213.0,69902.1,70252.5,19980.96
27,1770595200000,70252.4,71371.6,68333.3,68847.0,21143.888
28,1770638400000,68847.9,71065.0,68223.0,70079.0,24952.193
29,1770681600000,70080.9,70477.3,68367.2,68445.0,14078.166
30,1770724800000,68446.0,69938.5,67832.9,68775.5,23431.485
31,1770768000000,68775.5,69238.3,66321.5,66996.0,17250.711
32,1770811200000,66995.6,68781.0,65689.1,67005.1,33621.268
33,1770854400000,67011.1,68237.9,66592.8,68013.0,11946.427
34,1770897600000,68012.1,68353.6,65041.0,66191.2,25341.045
35,1770940800000,66191.5,67153.8,65788.4,67096.4,11775.552
36,1770984000000,67094.9,69403.4,66782.6,68785.0,28049.148
37,1771027200000,68786.9,70556.5,68650.1,70435.2,8776.199
38,1771070400000,70435.3,70479.2,69165.9,69756.1,12097.97
39,1771113600000,69758.9,70905.3,69175.0,70227.1,11564.942
40,1771156800000,70229.8,70354.4,68006.5,68764.0,15005.317
41,1771200000000,68762.8,69000.0,68092.4,68749.1,8043.803
42,1771243200000,68750.8,70064.6,67225.3,68829.2,18540.839
43,1771286400000,68829.2,69187.5,67621.4,67792.2,9023.111
44,1771329600000,67791.0,68300.8,66550.1,67448.7,21921.387
45,1771372800000,67448.7,68416.1,66834.3,67320.8,9943.704
46,1771416000000,67320.9,68305.3,65802.5,66398.1,21980.969
47,1771459200000,66400.9,67270.0,66284.0,66440.0,7494.378
48,1771502400000,66440.0,67150.0,65573.0,66952.5,19750.892
49,1771545600000,66952.4,68271.4,66891.7,67279.0,12056.882
50,1771588800000,67279.0,68194.9,66401.0,67958.0,28727.814
51,1771632000000,67959.0,68276.6,67478.6,68040.1,5592.805
52,1771675200000,68040.1,68679.4,67853.9,67925.0,7555.266
53,1771718400000,67923.6,68205.9,67745.1,68171.9,4372.934
54,1771761600000,68169.1,68190.0,67123.0,67590.6,7786.891
55,1771804800000,67590.5,67627.4,64234.5,66171.7,24230.039
56,1771848000000,66171.1,66479.2,63840.0,64606.1,23059.657
57,1771891200000,64606.0,64966.0,62647.2,63186.0,17717.244
58,1771934400000,63186.0,64718.0,62400.0,64036.8,23880.972
59,1771977600000,64037.0,66334.5,63880.8,65392.0,18783.54
60,1772020800000,65387.8,70000.0,65281.4,67966.6,36412.073
61,1772064000000,67966.6,68834.2,67702.1,68017.0,12091.367
62,1772107200000,68017.0,68268.7,66450.0,67452.0,23343.392
63,1772150400000,67451.9,68198.5,65927.0,66095.0,18048.149
64,1772193600000,66092.5,66317.1,64850.0,65824.1,22528.805
65,1772236800000,65826.1,65983.3,62976.5,63818.7,22593.371
66,1772280000000,63819.5,67725.3,63781.9,66937.0,23007.083
67,1772323200000,66932.5,68166.6,66012.1,66446.2,16561.164
68,1772366400000,66446.2,67361.1,65016.0,65749.3,19142.108
69,1772409600000,65749.9,67053.0,65510.0,66331.2,14886.759
70,1772452800000,66331.1,70090.0,65218.7,68798.1,36941.703
71,1772496000000,68798.2,69222.6,66302.0,66983.0,18408.379
72,1772539200000,66981.0,68962.4,66101.6,68299.2,30549.442
73,1772582400000,68297.8,71883.0,67363.7,71080.0,28430.987
74,1772625600000,71080.1,74039.9,70555.0,72651.1,34033.498
75,1772668800000,72652.0,73584.3,71734.7,72892.4,19545.935
76,1772712000000,72894.2,73050.0,70619.0,70857.8,24852.424
77,1772755200000,70860.4,71398.0,70102.0,70186.9,13383.25
78,1772798400000,70186.1,70303.7,67702.0,68078.0,26989.772
79,1772841600000,68079.9,68517.1,67402.2,67976.0,7699.778
80,1772884800000,67976.1,68054.7,66869.8,67226.1,7917.036
81,1772928000000,67228.8,68161.1,66503.7,67478.0,10848.423
82,1772971200000,67478.0,67616.9,65576.6,65939.2,18110.638
83,1773014400000,65939.2,68421.3,65783.7,67713.8,22618.713
84,1773057600000,67713.9,69500.0,67701.8,68401.1,26414.328
85,1773100800000,68401.0,71260.9,68356.4,70563.4,21406.569
86,1773144000000,70563.5,71761.1,69227.6,69919.3,33520.747
87,1773187200000,69919.4,70239.0,69100.0,69138.1,13958.907
88,1773230400000,69138.0,71304.5,68935.8,70162.5,29635.468
89,1773273600000,70161.0,70767.4,69148.6,70392.9,17048.85
90,1773316800000,70394.0,70723.2,69311.3,70487.1,27024.349
91,1773360000000,70486.0,72574.0,70358.0,72205.4,22969.466
92,1773403200000,72205.4,73899.4,70531.5,70908.0,41122.894
93,1773446400000,70906.1,71292.7,70292.4,70718.2,9665.19
94,1773489600000,70718.1,71231.3,70458.2,71188.1,6541.495
95,1773532800000,71187.0,71915.5,70835.6,71816.5,10295.686
96,1773576000000,71816.5,73188.0,71247.0,72788.0,16595.634
97,1773619200000,72786.0,74455.1,72250.8,73525.0,26008.696
98,1773662400000,73525.7,74888.8,72947.2,74855.4,27114.129
99,1773705600000,74855.5,75986.5,73530.0,74007.9,26185.788
100,1773748800000,74005.3,74876.4,73355.1,73893.6,20440.52
101,1773792000000,73893.6,74665.5,72770.0,72928.9,16869.729
102,1773835200000,72928.8,72972.8,70428.4,71216.8,32928.23
103,1773878400000,71215.6,71592.9,69457.0,69926.9,21289.157
104,1773921600000,69927.2,70663.8,68719.5,69890.8,29259.86
105,1773964800000,69889.1,71333.3,69799.9,70440.9,19150.467
106,1774008000000,70438.7,70881.6,69341.8,70460.1,27667.009
107,1774051200000,70460.1,70836.8,70394.9,70608.0,7019.092
108,1774094400000,70608.0,71060.4,68468.2,68870.2,10264.859
109,1774137600000,68871.0,69550.0,68051.0,68174.0,16556.009
110,1774180800000,68176.0,68970.0,67304.9,67823.6,16293.629
111,1774224000000,67823.9,71454.3,67404.6,70074.0,35673.481
112,1774267200000,70073.1,71768.4,69614.4,70849.6,29013.168
113,1774310400000,70847.5,71365.7,70065.1,71109.9,13104.141
114,1774353600000,71109.9,71139.5,68863.6,70503.0,27850.355
115,1774396800000,70503.0,71993.5,70350.0,71648.1,15565.884
116,1774440000000,71644.2,71933.7,70526.0,71284.5,19409.218
117,1774483200000,71284.5,71399.1,69130.1,69222.0,17317.967
118,1774526400000,69222.1,69823.4,68093.4,68755.5,23768.732
119,1774569600000,68757.3,69119.1,66188.4,66652.1,22212.293
120,1774612800000,66652.1,66725.0,65471.2,66337.6,24810.512
121,1774656000000,66337.6,66508.8,65860.6,66256.2,8868.61
122,1774699200000,66256.2,67242.8,66167.7,66307.6,10970.585
123,1774742400000,66307.6,67061.8,66215.0,66741.0,8037.917
124,1774785600000,66741.1,66808.0,64901.1,65946.0,15849.963
125,1774828800000,65946.7,67926.0,65722.9,67612.5,24578.752
126,1774872000000,67613.1,68100.0,66170.3,66736.6,22885.831
127,1774915200000,66734.3,68361.7,65915.1,66615.9,25956.797
128,1774958400000,66617.5,68530.2,66339.0,68208.0,35367.249
129,1775001600000,68207.8,69268.0,67513.8,68660.0,19628.288
130,1775044800000,68662.5,69135.9,67879.0,68084.1,21437.37
131,1775088000000,68084.9,68622.0,66100.0,66172.8,24263.37
132,1775131200000,66174.0,67407.8,65663.4,66862.4,24113.156
133,1775174400000,66866.5,67261.9,66244.3,66987.8,12108.059
134,1775217600000,66990.0,67349.1,66477.2,66934.9,8919.053
135,1775260800000,66930.0,67188.9,66745.0,67119.0,4331.7
136,1775304000000,67119.0,67544.5,66982.7,67266.9,7062.805
137,1775347200000,67267.0,67273.5,66572.1,66962.4,6837.57
138,1775390400000,66960.9,69097.8,66640.2,68988.5,18791.471
139,1775433600000,68988.5,70242.5,68728.3,69584.6,18712.444
140,1775476800000,69584.6,70332.9,68285.5,68820.1,22842.858
141,1775520000000,68820.0,69224.6,68031.1,68311.0,16639.7
142,1775563200000,68312.9,72741.9,67689.7,71883.8,35206.133
143,1775606400000,71883.7,72087.2,71212.6,71656.0,15923.319
144,1775649600000,71657.4,72822.5,70665.7,71047.4,31231.596
145,1775692800000,71048.5,71555.0,70434.8,71123.4,13270.871
146,1775736000000,71123.5,73159.3,70488.6,71763.4,32036.406
147,1775779200000,71763.4,72372.6,71400.0,72108.6,13891.477
148,1775822400000,72109.3,73456.5,71870.5,72959.2,22834.417
149,1775865600000,72959.2,73107.2,72604.2,72912.3,6507.229
150,1775908800000,72906.1,73815.3,72514.7,73050.0,11732.522
151,1775952000000,73050.0,73138.8,71306.0,71460.0,13548.863
152,1775995200000,71459.0,71499.0,70472.7,70724.8,14191.39
153,1776038400000,70725.2,71262.1,70545.7,70909.9,12292.374
154,1776081600000,70906.6,74912.0,70742.0,74425.2,41214.206
155,1776124800000,74425.2,74951.1,73974.7,74385.6,16267.986
156,1776168000000,74385.6,76070.2,73805.1,74148.4,35275.106
157,1776211200000,74148.4,74791.4,73507.8,74192.2,13448.646
158,1776254400000,74192.3,75430.0,73572.4,74799.8,20042.739
159,1776297600000,74799.8,75257.3,74260.3,74557.0,12777.539
160,1776340800000,74554.3,75546.5,73262.7,75138.0,25786.555
161,1776384000000,75138.1,76368.0,74521.3,75583.1,17168.797
162,1776427200000,75583.2,78347.9,75518.9,77066.8,35857.376
163,1776470400000,77066.8,77409.6,75753.0,76034.1,11825.125
164,1776513600000,76035.1,76366.6,75438.5,75699.1,10267.001
165,1776556800000,75699.1,75853.6,74868.7,75593.6,10522.626
166,1776600000000,75596.4,76246.2,73751.0,73802.2,21381.914
167,1776643200000,73803.6,75578.8,73716.0,75191.4,14847.926
168,1776686400000,75191.3,76573.9,74700.0,75832.1,21748.591
169,1776729600000,75832.1,76930.0,75485.0,76452.6,15239.738
170,1776772800000,76452.6,76619.2,74804.1,76324.8,29607.144
171,1776816000000,76324.8,78443.5,76124.4,78293.9,23330.969
172,1776859200000,78294.9,79469.9,78100.0,78181.8,26086.942
173,1776902400000,78181.9,78580.2,77165.4,77686.6,17897.719
174,1776945600000,77687.5,78664.6,76942.6,78249.6,23890.658
175,1776988800000,78250.9,78575.0,77400.0,78227.3,15509.941
176,1777032000000,78227.3,78475.1,77238.7,77446.0,17142.925
177,1777075200000,77446.0,77875.0,77291.9,77679.0,7496.37
178,1777118400000,77678.9,77743.6,77130.2,77619.9,6437.21
179,1777161600000,77619.9,78200.0,77313.0,78075.7,6736.811
180,1777204800000,78074.0,78950.1,77748.9,78653.0,15418.55
181,1777248000000,78653.2,79481.5,77427.3,77819.4,21331.741
182,1777291200000,77819.1,78247.7,76420.8,77333.5,21729.732
183,1777334400000,77333.5,77451.6,76091.4,76203.2,15938.463
184,1777377600000,76203.1,76447.7,75635.8,76293.7,18266.959
185,1777420800000,76293.7,77876.6,76146.3,77555.4,17446.936
186,1777464000000,77555.4,77569.9,74877.1,75734.3,28922.574
187,1777507200000,75734.3,76418.8,75260.3,76014.5,15821.073
188,1777550400000,76013.8,76629.7,75992.0,76297.2,15128.201
189,1777593600000,76297.2,77575.4,76266.0,77425.4,13169.827
190,1777636800000,77425.3,78875.9,77364.4,78193.4,25371.963
191,1777680000000,78193.4,78497.0,77997.9,78116.1,5904.452
192,1777723200000,78116.0,79164.2,78071.7,78648.0,6221.819
193,1777766400000,78648.1,78804.7,78038.4,78617.8,7972.436
194,1777809600000,78617.9,79416.3,78441.5,78532.0,13195.404
195,1777852800000,78532.9,80592.9,78154.2,78755.7,41591.535
196,1777896000000,78755.6,80733.0,78446.4,79815.5,33314.488
197,1777939200000,79816.8,81288.0,79757.0,80978.7,22395.012
198,1777982400000,80978.6,81776.9,80738.1,80865.6,31285.051
199,1778025600000,80865.5,82811.9,80665.9,82484.9,22656.687
200,1778068800000,82484.9,82515.0,80938.4,81396.8,23271.789
201,1778112000000,81396.7,81679.2,80537.1,80837.9,15733.366
202,1778155200000,80837.9,81153.0,79462.2,79981.3,26445.641
203,1778198400000,79981.3,80285.0,79142.0,80183.6,17875.321
204,1778241600000,80183.6,80470.0,79492.0,80160.1,22438.544
205,1778284800000,80160.0,80650.0,80091.7,80306.5,6828.111
206,1778328000000,80306.4,81031.5,80192.9,80630.0,8765.233
207,1778371200000,80630.1,80937.1,80530.0,80784.1,5971.797
208,1778414400000,80784.1,82453.4,80213.0,82185.7,24996.335
209,1778457600000,82185.9,82355.4,80476.6,81153.9,18534.406
210,1778500800000,81153.9,82093.0,80385.0,81697.2,17946.592
211,1778544000000,81699.9,81756.6,80439.0,80730.6,20363.271
212,1778587200000,80730.3,80958.5,79783.9,80464.9,24789.806
213,1778630400000,80463.6,81288.0,80374.0,80454.2,13987.252
214,1778673600000,80454.3,80553.0,78695.2,79272.5,31994.329
215,1778716800000,79272.4,79940.0,78852.0,79203.7,21363.683
216,1778760000000,79203.6,82008.1,79185.0,81060.0,33926.298
217,1778803200000,81059.9,81630.4,80268.0,80589.0,21756.983
218,1778846400000,80589.0,80603.9,78579.6,79048.9,27178.065
219,1778889600000,79048.8,79164.0,77588.3,78028.0,15454.158
220,1778932800000,78028.0,78310.0,77781.1,78086.1,7395.684
221,1778976000000,78086.1,78545.6,77661.7,78356.8,9736.581
222,1779019200000,78356.8,78491.2,76500.0,77390.1,16304.941
223,1779062400000,77390.0,77416.2,76513.0,77229.1,20977.349
224,1779105600000,77229.1,77743.3,75987.4,76930.8,33561.725
225,1779148800000,76930.8,77349.1,76409.1,76630.8,15737.392
226,1779192000000,76630.8,77011.6,76072.1,76757.2,17638.732
227,1779235200000,76757.1,77580.0,76432.8,77302.5,14442.786
228,1779278400000,77302.5,77791.3,76810.0,77468.5,21441.652
229,1779321600000,77469.6,78120.0,77011.0,77108.3,15933.853
230,1779364800000,77108.4,78019.0,76635.1,77545.3,21532.535
231,1779408000000,77546.6,77814.0,77079.3,77339.0,10317.689
232,1779451200000,77339.0,77489.5,75219.0,75449.9,26233.258
233,1779494400000,75449.9,75575.7,74178.5,74700.2,15424.218
234,1779537600000,74700.3,77295.8,74563.1,76637.2,21704.975
235,1779580800000,76637.3,77444.0,76513.1,77212.2,10371.176
236,1779624000000,77212.2,77218.7,75988.1,76969.0,15808.44
237,1779667200000,76969.1,77615.0,76810.3,77275.2,13244.285
238,1779710400000,77275.2,77826.2,76950.4,77240.0,10278.325
239,1779753600000,77243.3,77538.2,76365.9,77097.5,17069.606
240,1779796800000,77097.5,77994.2,75559.9,75820.8,31430.412
241,1779840000000,75821.4,76000.0,75176.0,75654.5,11857.2
242,1779883200000,75654.6,76064.7,74129.4,74331.1,24709.99
243,1779926400000,74331.0,74478.0,72609.9,73393.0,24294.692
244,1779969600000,73393.1,73859.7,72475.0,73521.7,22422.566
245,1780012800000,73521.7,73846.4,73080.0,73382.7,13522.461
246,1780056000000,73382.6,74222.9,72401.0,73372.2,30268.257
247,1780099200000,73372.1,73696.3,73111.0,73499.9,7781.942
248,1780142400000,73500.0,74037.1,73484.6,73779.0,7901.436
249,1780185600000,73779.3,74165.0,73618.0,73831.2,6962.846
250,1780228800000,73832.3,74097.6,73294.6,73574.9,11008.788
251,1780272000000,73575.0,73990.9,72168.9,72395.8,21351.324
252,1780315200000,72396.0,72523.7,70574.0,71323.6,36666.837
253,1780358400000,71324.8,71329.2,69225.0,69361.2,30125.407
254,1780401600000,69360.0,69447.0,66092.4,66657.3,60008.32
255,1780444800000,66657.2,67416.5,65344.3,66974.3,32486.695
256,1780488000000,66974.9,67156.7,63992.0,64053.6,40012.802
257,1780531200000,64053.5,64685.4,61291.1,62473.9,64355.974
258,1780574400000,62474.1,64428.8,62310.0,63800.0,39185.637
259,1780617600000,63800.0,63905.3,61040.9,61900.0,47944.711
260,1780660800000,61900.0,62396.4,59064.0,61022.9,74676.614
261,1780704000000,61026.5,61500.0,59450.2,60765.0,24392.843
262,1780747200000,60765.0,61158.1,60354.5,60841.5,14301.148
263,1780790400000,60841.5,62927.1,60696.3,62591.5,20614.023
264,1780833600000,62589.3,64222.0,61140.0,63295.1,28082.139
265,1780876800000,63298.5,63834.6,62361.3,63425.0,23653.082
266,1780920000000,63425.1,64184.7,62650.0,63054.9,27527.354
267,1780963200000,63052.5,63482.8,62385.4,62660.0,23023.619
268,1781006400000,62657.4,62855.1,60716.6,61680.0,36090.984
269,1781049600000,61680.0,61924.9,60666.0,60971.0,21238.4
270,1781092800000,60971.0,62799.9,60895.0,61445.0,33550.806
271,1781136000000,61445.0,63186.0,61445.0,63028.8,21202.145
272,1781179200000,63029.9,63857.7,62250.0,63552.2,32133.99
273,1781222400000,63552.1,63880.0,62745.2,63670.4,18914.195
274,1781265600000,63670.4,64333.0,62956.8,63523.4,25293.506
275,1781308800000,63523.3,63923.7,63353.7,63911.4,7769.724
276,1781352000000,63911.4,64722.4,63859.2,64402.0,12710.379
277,1781395200000,64402.0,64674.6,64177.5,64496.7,7411.004
278,1781438400000,64496.8,65755.5,63635.0,65687.7,20086.41
279,1781481600000,65687.7,66336.7,65300.1,66179.0,16613.797
280,1781524800000,66179.1,67244.9,66036.8,66263.3,24369.477
281,1781568000000,66263.3,66935.0,65589.1,66423.4,16320.49
282,1781611200000,66423.4,66759.0,65292.9,65605.6,17734.067
283,1781654400000,65605.7,66067.3,64485.4,64737.5,15177.292
284,1781697600000,64737.5,66376.0,63840.9,64434.8,32276.619
285,1781740800000,64434.9,64743.5,63611.4,63898.6,17083.212
286,1781784000000,63898.0,64371.7,62161.6,62864.0,27603.362
287,1781827200000,62863.3,63037.6,62231.2,62559.7,14540.542
288,1781870400000,62560.2,63592.5,62274.5,63462.3,13708.875
289,1781913600000,63462.3,63835.0,63241.9,63604.1,9329.545
290,1781956800000,63604.2,64309.8,63111.6,64207.8,13213.468
291,1782000000000,64209.6,64497.6,63810.6,64082.4,9627.11
292,1782043200000,64082.7,64269.0,63172.1,63223.2,11630.92
293,1782086400000,63226.0,64748.0,63221.7,64573.2,18291.463
294,1782129600000,64574.4,65543.4,63709.0,63940.7,23908.34
295,1782172800000,63939.7,64194.6,61832.1,62424.0,21613.638
296,1782216000000,62424.0,62774.5,61866.5,62641.6,16836.989
297,1782259200000,62641.5,63136.0,62216.9,62819.9,11159.981
298,1782302400000,62820.0,62872.7,59011.0,60968.7,48245.975
299,1782345600000,60972.0,61705.0,60568.1,61630.9,9475.809
